,Unnamed: 0.1,Unnamed: 0,ID_do_cliente,Idade,Gênero,Item_comprado,Categoria,Valor_da_compra_(USD),Localização,Tamanho,Cor,Temporada,Avaliação_da_avaliação,Status_da_assinatura,Método_de_pagamento,Tipo_de_envio,Desconto_aplicado,Código_promocional_usado,Compras_Anteriores,Método_de_pagamento_preferido,Frequência_de_compras
159,159,159,160,58,Masculino,Luvas,Acessórios,27,New Hampshire,M,Charcoal,Outono,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Cada 3 meses
160,160,160,161,27,Masculino,Luvas,Acessórios,23,Texas,M,Orange,Verão,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Mensal
161,161,161,162,65,Masculino,Mochila,Acessórios,49,North Dakota,M,Olive,Outono,3.0,Yes,Venmo,Express,Yes,Yes,29,Venmo,Quinzenal
162,162,162,163,54,Masculino,Óculos de sol,Acessórios,74,California,M,Turquoise,Verão,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Cada 2 semanas
163,163,163,164,54,Masculino,Saia,Roupas,67,Virginia,M,Purple,Verão,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Semanal
164,164,164,165,59,Masculino,Bolsa,Acessórios,65,Delaware,S,Purple,Primavera,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Quinzenal
165,165,165,166,42,Masculino,Bolsa,Acessórios,60,Kentucky,S,Yellow,Inverno,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Mensal
166,166,166,167,46,Masculino,Tênis,Calçados,31,Delaware,XL,Indigo,Outono,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Mensal
167,167,167,168,33,Masculino,Luvas,Acessórios,27,Arkansas,M,Green,Outono,4.0,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Cada 3 meses
168,168,168,169,34,Masculino,Sapatos,Calçados,80,Louisiana,M,Magenta,Verão,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Quinzenal
169,169,169,170,27,Masculino,Jaqueta,Agasalhos,30,Nevada,S,Gold,Verão,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Cada 3 meses
170,170,170,171,52,Masculino,Camisa,Roupas,25,Wyoming,M,Maroon,Outono,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Cada 2 semanas
171,171,171,172,29,Masculino,Shorts,Roupas,35,Virginia,M,Blue,Verão,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Semanal
172,172,172,173,54,Masculino,Jóias,Acessórios,67,Nebraska,M,Violet,Verão,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Cada 2 semanas
173,173,173,174,25,Masculino,Chapéu,Acessórios,46,Hawaii,M,Turquoise,Outono,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Anual
174,174,174,175,41,Masculino,Sapatos,Calçados,35,Vermont,L,Brown,Inverno,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Anual
175,175,175,176,53,Masculino,Casaco,Agasalhos,86,Oklahoma,L,Violet,Outono,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Anual
176,176,176,177,53,Masculino,Mochila,Acessórios,81,New Hampshire,L,Black,Primavera,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Trimestral
177,177,177,178,21,Masculino,Hoodie,Roupas,42,Kansas,L,Magenta,Outono,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Mensal
178,178,178,179,61,Masculino,Saia,Roupas,43,Idaho,L,Lavender,Outono,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Trimestral
179,179,179,180,64,Masculino,Botas,Calçados,31,Illinois,M,Violet,Outono,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Quinzenal
180,180,180,181,51,Masculino,Sandálias,Calçados,81,South Dakota,L,Green,Outono,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Quinzenal
181,181,181,182,32,Masculino,Calças,Roupas,61,Massachusetts,M,Beige,Verão,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Semanal
182,182,182,183,38,Masculino,Luvas,Acessórios,96,Alabama,XL,Purple,Verão,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Anual
183,183,183,184,58,Masculino,Saia,Roupas,29,Ohio,XL,Beige,Primavera,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Semanal
184,184,184,185,32,Masculino,Tênis,Calçados,33,Hawaii,L,Cyan,Primavera,3.0,Yes,Cash,Express,Yes,Yes,40,Cash,Quinzenal
185,185,185,186,46,Masculino,T-shirt,Roupas,32,Wisconsin,XL,Silver,Verão,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Quinzenal
186,186,186,187,39,Masculino,Mochila,Acessórios,56,Minnesota,S,Lavender,Verão,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Anual
187,187,187,188,19,Masculino,Sapatos,Calçados,94,Georgia,S,Purple,Primavera,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Cada 2 semanas
188,188,188,189,50,Masculino,Hoodie,Roupas,53,Arkansas,M,Pink,Primavera,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Cada 2 semanas
189,189,189,190,36,Masculino,Blusa,Roupas,82,West Virginia,M,Maroon,Outono,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Semanal
190,190,190,191,65,Masculino,Casaco,Agasalhos,70,Indiana,XL,Beige,Outono,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Trimestral
191,191,191,192,64,Masculino,Chapéu,Acessórios,76,Utah,M,Gray,Outono,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Cada 3 meses
192,192,192,193,46,Masculino,Sapatos,Calçados,29,Nebraska,L,Turquoise,Verão,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Cada 2 semanas
193,193,193,194,36,Masculino,Cinto,Acessórios,100,North Dakota,S,Silver,Outono,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Anual
194,194,194,195,51,Masculino,Mochila,Acessórios,94,Missouri,M,Olive,Primavera,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Trimestral
195,195,195,196,51,Masculino,Jaqueta,Agasalhos,25,New York,M,Magenta,Outono,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Mensal
196,196,196,197,38,Masculino,Botas,Calçados,88,Washington,M,Lavender,Verão,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Quinzenal
197,197,197,198,59,Masculino,Lenço,Acessórios,78,South Carolina,M,Black,Outono,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Mensal
198,198,198,199,57,Masculino,Jóias,Acessórios,45,Utah,M,Turquoise,Inverno,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Quinzenal
199,199,199,200,54,Masculino,Chapéu,Acessórios,73,Idaho,XL,Green,Verão,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Semanal
200,200,200,201,25,Masculino,Vestido,Roupas,61,Pennsylvania,S,Teal,Verão,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Mensal
201,201,201,202,69,Masculino,Blusa,Roupas,22,Missouri,S,Beige,Outono,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Anual
202,202,202,203,57,Masculino,Chapéu,Acessórios,38,Nebraska,L,Magenta,Primavera,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Anual
203,203,203,204,70,Masculino,Lenço,Acessórios,38,Indiana,S,Yellow,Outono,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Semanal
204,204,204,205,24,Masculino,Tênis,Calçados,100,Arizona,M,Yellow,Outono,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Cada 2 semanas
205,205,205,206,67,Masculino,Camisa,Roupas,64,Hawaii,M,Silver,Inverno,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Semanal
206,206,206,207,24,Masculino,T-shirt,Roupas,55,Wisconsin,L,Silver,Verão,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Quinzenal
207,207,207,208,62,Masculino,Luvas,Acessórios,91,Rhode Island,M,Silver,Verão,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Cada 2 semanas
208,208,208,209,57,Masculino,Saia,Roupas,38,Wisconsin,M,Gold,Primavera,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Mensal
209,209,209,210,55,Masculino,Sandálias,Calçados,97,Minnesota,S,Olive,Inverno,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Cada 3 meses
210,210,210,211,45,Masculino,Jaqueta,Agasalhos,22,Vermont,L,Teal,Outono,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Quinzenal
211,211,211,212,69,Masculino,Saia,Roupas,92,South Dakota,L,Maroon,Outono,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Quinzenal
212,212,212,213,67,Masculino,Bolsa,Acessórios,84,Virginia,L,Blue,Outono,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Anual
213,213,213,214,30,Masculino,Bolsa,Acessórios,93,Nevada,L,Peach,Outono,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Cada 3 meses
214,214,214,215,24,Masculino,Jaqueta,Agasalhos,50,Hawaii,L,Blue,Verão,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Cada 3 meses
215,215,215,216,62,Masculino,Lenço,Acessórios,64,New Jersey,S,Orange,Primavera,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Cada 2 semanas
216,216,216,217,43,Masculino,Shorts,Roupas,61,Massachusetts,L,Yellow,Primavera,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Semanal
217,217,217,218,35,Masculino,Óculos de sol,Acessórios,48,Oklahoma,M,Purple,Inverno,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Anual
218,218,218,219,28,Masculino,T-shirt,Roupas,45,California,S,Magenta,Primavera,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Trimestral
219,219,219,220,32,Masculino,Cinto,Acessórios,88,Nevada,M,Cyan,Primavera,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Quinzenal
220,220,220,221,39,Masculino,Tênis,Calçados,57,Arizona,S,Indigo,Primavera,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Quinzenal
221,221,221,222,28,Masculino,Chapéu,Acessórios,68,North Carolina,XL,Magenta,Verão,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Trimestral
222,222,222,223,47,Masculino,Luvas,Acessórios,94,New York,XL,Gray,Primavera,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Quinzenal
223,223,223,224,20,Masculino,Calças,Roupas,41,Wyoming,M,Turquoise,Primavera,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Anual
224,224,224,225,63,Masculino,Meias,Roupas,83,South Dakota,S,Beige,Verão,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Cada 3 meses
225,225,225,226,25,Masculino,Jaqueta,Agasalhos,22,Arkansas,M,Olive,Primavera,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Anual
226,226,226,227,29,Masculino,Sapatos,Calçados,74,Texas,L,Violet,Primavera,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Mensal
227,227,227,228,50,Masculino,Jeans,Roupas,90,Rhode Island,M,Turquoise,Inverno,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Quinzenal
228,228,228,229,18,Masculino,Meias,Roupas,79,New Hampshire,M,White,Primavera,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Anual
229,229,229,230,70,Masculino,Sandálias,Calçados,28,Ohio,S,Silver,Primavera,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Cada 3 meses
230,230,230,231,66,Masculino,Lenço,Acessórios,88,Utah,L,Olive,Outono,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Anual
231,231,231,232,28,Masculino,Blusa,Roupas,26,Tennessee,M,Blue,Primavera,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Cada 3 meses
232,232,232,233,54,Masculino,Jóias,Acessórios,27,Hawaii,L,Purple,Inverno,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Cada 2 semanas
233,233,233,234,19,Masculino,Suéter,Roupas,83,Arizona,XL,Yellow,Outono,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Cada 3 meses
234,234,234,235,20,Masculino,Luvas,Acessórios,39,South Dakota,S,Silver,Verão,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Semanal
235,235,235,236,43,Masculino,Óculos de sol,Acessórios,89,New Jersey,M,Cyan,Inverno,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Trimestral
236,236,236,237,38,Masculino,Casaco,Agasalhos,68,North Dakota,L,Green,Inverno,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Quinzenal
237,237,237,238,50,Masculino,Vestido,Roupas,90,Iowa,M,Beige,Verão,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Quinzenal
238,238,238,239,64,Masculino,Saia,Roupas,34,Ohio,M,Peach,Outono,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Anual
239,239,239,240,49,Masculino,Calças,Roupas,51,Vermont,L,Yellow,Verão,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Cada 2 semanas
240,240,240,241,47,Masculino,Suéter,Roupas,45,Montana,XL,Turquoise,Inverno,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Quinzenal
241,241,241,242,36,Masculino,Hoodie,Roupas,88,Delaware,M,Peach,Inverno,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Cada 2 semanas
242,242,242,243,55,Masculino,Casaco,Agasalhos,85,New York,L,Gray,Verão,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Cada 3 meses
243,243,243,244,25,Masculino,Jóias,Acessórios,100,Kentucky,M,Olive,Inverno,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Mensal
244,244,244,245,53,Masculino,Cinto,Acessórios,42,Oregon,S,Indigo,Primavera,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Semanal
245,245,245,246,49,Masculino,Sandálias,Calçados,53,Rhode Island,L,Charcoal,Verão,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Quinzenal
246,246,246,247,35,Masculino,Óculos de sol,Acessórios,86,Nevada,XL,Beige,Primavera,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Cada 2 semanas
247,247,247,248,29,Masculino,Suéter,Roupas,66,Montana,XL,Brown,Primavera,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Semanal
248,248,248,249,47,Masculino,Cinto,Acessórios,100,Pennsylvania,M,Blue,Inverno,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Semanal
249,249,249,250,53,Masculino,Bolsa,Acessórios,47,Alaska,S,Teal,Outono,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Anual
250,250,250,251,33,Masculino,Saia,Roupas,25,Mississippi,L,Black,Outono,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Semanal
251,251,251,252,21,Masculino,Bolsa,Acessórios,51,Wyoming,XL,Gold,Inverno,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Anual
252,252,252,253,32,Masculino,Shorts,Roupas,41,Delaware,M,Violet,Verão,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Quinzenal
253,253,253,254,52,Masculino,Botas,Calçados,73,Oklahoma,L,Cyan,Inverno,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Cada 2 semanas
254,254,254,255,67,Masculino,Óculos de sol,Acessórios,42,Indiana,M,White,Inverno,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Cada 2 semanas
255,255,255,256,43,Masculino,Lenço,Acessórios,20,Maryland,M,Charcoal,Primavera,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Anual
256,256,256,257,58,Masculino,Jóias,Acessórios,30,South Dakota,XL,Violet,Primavera,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Cada 3 meses
257,257,257,258,20,Masculino,Bolsa,Acessórios,53,West Virginia,M,Red,Verão,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Trimestral
258,258,258,259,61,Masculino,Luvas,Acessórios,74,Alabama,S,Lavender,Primavera,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Trimestral
259,259,259,260,32,Masculino,Jeans,Roupas,57,Louisiana,M,Gold,Outono,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Anual
260,260,260,261,38,Masculino,Chapéu,Acessórios,57,Montana,S,Red,Inverno,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Cada 3 meses
261,261,261,262,21,Masculino,Jeans,Roupas,77,California,L,Magenta,Inverno,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Anual
262,262,262,263,37,Masculino,Calças,Roupas,40,Hawaii,M,Teal,Verão,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Anual
263,263,263,264,27,Masculino,Shorts,Roupas,46,Iowa,M,Purple,Verão,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Mensal
264,264,264,265,36,Masculino,Calças,Roupas,78,Colorado,S,Charcoal,Outono,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Anual
265,265,265,266,32,Masculino,Mochila,Acessórios,59,Michigan,M,Gray,Primavera,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Cada 2 semanas
266,266,266,267,51,Masculino,Jóias,Acessórios,75,Louisiana,L,White,Verão,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Semanal
267,267,267,268,64,Masculino,Suéter,Roupas,54,Maryland,M,Olive,Primavera,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Anual
268,268,268,269,68,Masculino,Sapatos,Calçados,42,Georgia,M,Charcoal,Primavera,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Mensal
269,269,269,270,68,Masculino,Blusa,Roupas,44,Georgia,M,Charcoal,Inverno,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Cada 2 semanas
270,270,270,271,33,Masculino,Jeans,Roupas,52,North Dakota,XL,Orange,Outono,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Anual
271,271,271,272,65,Masculino,Óculos de sol,Acessórios,69,Maryland,XL,Yellow,Verão,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Quinzenal
272,272,272,273,48,Masculino,Jóias,Acessórios,26,Oregon,M,Beige,Verão,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Cada 2 semanas
273,273,273,274,69,Masculino,Casaco,Agasalhos,33,North Dakota,S,Silver,Primavera,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Trimestral
274,274,274,275,59,Masculino,Jóias,Acessórios,32,Maryland,M,Indigo,Primavera,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Cada 2 semanas
275,275,275,276,48,Masculino,Mochila,Acessórios,85,Virginia,XL,Lavender,Inverno,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Semanal
276,276,276,277,25,Masculino,Saia,Roupas,30,South Dakota,XL,Turquoise,Outono,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Quinzenal
277,277,277,278,29,Masculino,Camisa,Roupas,29,Georgia,M,Green,Inverno,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Cada 2 semanas
278,278,278,279,57,Masculino,Suéter,Roupas,95,Hawaii,M,Orange,Primavera,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Anual
279,279,279,280,23,Masculino,Tênis,Calçados,69,Arkansas,L,Turquoise,Verão,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Mensal
280,280,280,281,45,Masculino,Sandálias,Calçados,69,Montana,S,Cyan,Outono,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Cada 2 semanas
281,281,281,282,38,Masculino,Cinto,Acessórios,61,Oklahoma,XL,Charcoal,Primavera,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Cada 2 semanas
282,282,282,283,21,Masculino,Saia,Roupas,94,Minnesota,M,Teal,Verão,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Mensal
283,283,283,284,32,Masculino,Suéter,Roupas,30,Montana,S,Maroon,Outono,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Anual
284,284,284,285,63,Masculino,Saia,Roupas,45,Ohio,M,Red,Verão,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Trimestral
285,285,285,286,29,Masculino,Bolsa,Acessórios,39,Kentucky,XL,Yellow,Verão,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Cada 2 semanas
286,286,286,287,27,Masculino,Jóias,Acessórios,51,Nebraska,L,Gray,Verão,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Anual
287,287,287,288,56,Masculino,Lenço,Acessórios,37,Delaware,L,Blue,Primavera,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Quinzenal
288,288,288,289,30,Masculino,T-shirt,Roupas,62,North Carolina,M,Lavender,Inverno,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Cada 2 semanas
289,289,289,290,49,Masculino,Casaco,Agasalhos,85,New York,M,Yellow,Outono,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Mensal
290,290,290,291,58,Masculino,T-shirt,Roupas,33,Colorado,M,Indigo,Inverno,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Semanal
291,291,291,292,57,Masculino,Vestido,Roupas,26,Delaware,XL,Violet,Outono,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Mensal
292,292,292,293,60,Masculino,Sapatos,Calçados,99,Utah,M,Green,Primavera,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Trimestral
293,293,293,294,69,Masculino,Bolsa,Acessórios,39,Connecticut,M,White,Primavera,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Anual
294,294,294,295,70,Masculino,Saia,Roupas,20,New Jersey,M,Gold,Primavera,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Cada 3 meses
295,295,295,296,53,Masculino,Óculos de sol,Acessórios,42,West Virginia,M,Indigo,Inverno,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Trimestral
296,296,296,297,25,Masculino,Sandálias,Calçados,74,Indiana,S,Lavender,Primavera,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Semanal
297,297,297,298,48,Masculino,Sapatos,Calçados,26,Delaware,XL,Purple,Verão,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Cada 2 semanas
298,298,298,299,69,Masculino,T-shirt,Roupas,53,Maryland,M,Lavender,Inverno,4.0,Yes,Cash,Standard,Yes,Yes,11,Venmo,Cada 3 meses
299,299,299,300,25,Masculino,Tênis,Calçados,80,Pennsylvania,M,Maroon,Verão,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Quinzenal
300,300,300,301,29,Masculino,Chapéu,Acessórios,98,Iowa,M,Teal,Primavera,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Semanal
301,301,301,302,46,Masculino,Saia,Roupas,95,Pennsylvania,M,Green,Primavera,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Cada 3 meses
302,302,302,303,37,Masculino,Suéter,Roupas,44,Delaware,L,Olive,Verão,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Cada 3 meses
303,303,303,304,20,Masculino,Sandálias,Calçados,60,Oregon,M,Turquoise,Verão,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Semanal
304,304,304,305,40,Masculino,Vestido,Roupas,84,Oregon,M,Green,Inverno,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Cada 2 semanas
305,305,305,306,60,Masculino,Suéter,Roupas,59,Utah,M,Teal,Outono,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Anual
306,306,306,307,26,Masculino,Jaqueta,Agasalhos,49,North Dakota,S,White,Verão,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Anual
307,307,307,308,29,Masculino,Luvas,Acessórios,32,Florida,M,Orange,Inverno,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Cada 3 meses
308,308,308,309,66,Masculino,Bolsa,Acessórios,29,Maryland,M,Beige,Outono,3.7,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Cada 2 semanas
309,309,309,310,66,Masculino,Vestido,Roupas,22,Minnesota,M,Yellow,Primavera,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Quinzenal
310,310,310,311,56,Masculino,Calças,Roupas,85,Montana,M,Charcoal,Inverno,4.6,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Quinzenal
311,311,311,312,69,Masculino,Jeans,Roupas,52,Rhode Island,L,Silver,Inverno,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Mensal
312,312,312,313,38,Masculino,Calças,Roupas,89,Massachusetts,L,Green,Primavera,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Anual
313,313,313,314,42,Masculino,Vestido,Roupas,77,Vermont,M,Pink,Primavera,3.7,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Cada 3 meses
314,314,314,315,30,Masculino,Calças,Roupas,24,New Jersey,M,Purple,Verão,3.3,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Cada 3 meses
315,315,315,316,66,Masculino,Jóias,Acessórios,24,Wisconsin,XL,Orange,Primavera,4.5,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Anual
316,316,316,317,36,Masculino,Bolsa,Acessórios,22,California,M,Charcoal,Outono,3.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Mensal
317,317,317,318,58,Masculino,Suéter,Roupas,82,West Virginia,L,Teal,Outono,4.3,Yes,Bank Transfer,Standard,Yes,Yes,42,Cash,Cada 3 meses
318,318,318,319,45,Masculino,Mochila,Acessórios,67,South Dakota,M,Beige,Inverno,2.5,Yes,PayPal,Standard,Yes,Yes,10,Cash,Anual
